관리번호,공원명,공원구분,소재지도로명주소,소재지지번주소,위도,경도,공원면적,공원보유시설(운동시설),공원보유시설(유희시설),공원보유시설(편익시설),공원보유시설(교양시설),공원보유시설(기타시설),지정고시일,관리기관명,전화번호,데이터기준일자,제공기관코드,제공기관명,시도
41190-00085,산새체육,체육공원,,경기도 부천시 소사구 소사본동 산74-4,37.47390562,126.7894458,54396.7,축구장 등6,그네 등 8개,화장실,야외공연장,,1968-01-29,경기도 부천시청,032-625-4843,2025-07-31,3860000,경기도 부천시,경기도
41190-00089,상동호수,근린공원,,경기도 부천시 원미구 상동 549,37.50612373,126.7441496,180130.3,농구장+배드민턴장+게이트볼장+X-게임장,그네 등 6개,화장실+매점,,,1998-12-17,경기도 부천시청,032-625-4843,2025-07-31,3860000,경기도 부천시,경기도
41190-00094,서촌,근린공원,경기도 부천시 원미구 부일로 172,경기도 부천시 원미구 상동 466,37.48824957,126.751048,16565.8,,조합놀이대,화장실,,,1990-11-27,경기도 부천시청,032-625-4843,2025-07-31,3860000,경기도 부천시,경기도
41190-00096,석천,근린공원,경기도 부천시 원미구 석천로 85-1,경기도 부천시 원미구 상동 416,37.49573044,126.7598453,23547.7,축구장+야구장+배드민턴장+테니스장+농구장,,화장실,,,1990-11-27,경기도 부천시청,032-625-4843,2025-07-31,3860000,경기도 부천시,경기도
41190-00099,성무정공원,근린공원,,경기도 부천시 소사구 심곡본동 산2-29,37.47837495,126.7856866,137719.2,족구장 등3,조합놀이대 등 3개,화장실,,,1968-01-29,경기도 부천시청,032-625-4843,2025-07-31,3860000,경기도 부천시,경기도
41190-00061,목일신,근린공원,,경기도 부천시 소사구 괴안동 14-2,37.48138339,126.8182852,18899.0,,조합놀이대 등 5개,화장실,야외공연장,,1986-11-07,경기도 부천시청,032-625-4843,2025-07-31,3860000,경기도 부천시,경기도
41190-00071,버들,근린공원,,경기도 부천시 소사구 옥길동 752-1,37.46105888,126.8255451,93233.7,축구장 등4,조합놀이대,화장실,,,2010-04-27,경기도 부천시청,032-625-4843,2025-07-31,3860000,경기도 부천시,경기도
41190-00072,벌막,근린공원,경기도 부천시 원미구 옥산로 15,경기도 부천시 원미구 중동 1100-1,37.49539834,126.7802607,12659.0,,그네 등 5개,화장실,,,1990-11-27,경기도 부천시청,032-625-4843,2025-07-31,3860000,경기도 부천시,경기도
41370-00002,수청근린공원,근린공원,,경기도 오산시 수청동 87-16,37.1627651283,127.0693102037,34891.0,,,화장실,,폭포,1976-12-07,오산시 환경사업소 공원녹지과,031-0836-6475,2024-02-13,4000000,경기도 오산시,경기도
41370-00003,원동근린공원,근린공원,,경기도 오산시 원동 555-2,37.1400030187,127.075812155,16055.0,,,,,,1976-12-07,오산시 환경사업소 공원녹지과,031-0836-6475,2024-02-13,4000000,경기도 오산시,경기도
41370-00004,원동제2근린공원,근린공원,,경기도 오산시 원동 481-17,37.132595,127.074916,38755.0,,,,,,1976-12-07,오산시 환경사업소 공원녹지과,031-0836-6475,2024-02-13,4000000,경기도 오산시,경기도
41310-00003,협동공원,근린공원,,"경기도 구리시 갈매동 551, 555",37.635548,127.126286,71426.8,야외헬스기구+족구장,,,,,2010-04-27,경기도 구리시청,031-550-2474,2023-11-24,3980000,경기도 구리시,경기도
41310-00004,갈매중앙공원,근린공원,경기도 구리시 산마루로 41,"경기도 구리시 갈매동 578, 580",37.63111074,127.118567,20722.5,,조합놀이대(물놀이장),무대+화장실+주차장,,바닥분수+쿨링포그,2010-04-27,경기도 구리시청,031-550-2474,2023-11-24,3980000,경기도 구리시,경기도
41310-00005,산마루공원,근린공원,,경기도 구리시 갈매동 657,37.628343,127.120737,33070.5,야외헬스기구+농구장+족구장,조합놀이대,,,,2010-04-27,경기도 구리시청,031-550-2474,2023-11-24,3980000,경기도 구리시,경기도
41310-00006,새우개공원,근린공원,,"경기도 구리시 갈매동 669, 670",37.622675,127.109309,21177.8,,,,,,2010-04-27,경기도 구리시청,031-550-2474,2023-11-24,3980000,경기도 구리시,경기도
41310-00008,늘푸른공원,근린공원,경기도 구리시 건원대로34번길 76,경기도 구리시 인창동 674-2,37.604531,127.1448022,10000.0,야외헬스기구+족구장+인라인스케이트장,조합놀이대,화장실,,,1993-11-02,경기도 구리시청,031-550-2474,2023-11-24,3980000,경기도 구리시,경기도
41310-00010,장자못공원,근린공원,,경기도 구리시 교문동 593-1,37.58107068,127.1364976,237255.0,야외헬스기구,짚라인 등,,,,2006-04-10,경기도 구리시청,031-550-2472,2023-11-24,3980000,경기도 구리시,경기도
41310-00104,갈매천공원,수변공원,,경기도 구리시 갈매동 592 일원,37.640522,127.127748,50338.0,,,,,,2010-04-27,경기도 구리시청,031-550-2046,2023-11-24,3980000,경기도 구리시,경기도
41590-00261,육탄10용사 기념공원,근린공원,,경기도 화성시 반송동 159-6,37.19379152,127.0674777,36758.0,,,주차장,,,,경기도 화성시 공원녹지사업소 동부공원관리과,031-5189-6961,2025-06-30,5530000,경기도 화성시,경기도
41590-00262,탄요유적공원,근린공원,,경기도 화성시 반송동 198-1,37.19002871,127.0701643,36758.0,게이트볼장,놀이터,화장실,,,,경기도 화성시 공원녹지사업소 동부공원관리과,031-5189-6961,2025-06-30,5530000,경기도 화성시,경기도
41590-00266,동탄13호 근린공원(초록공원),근린공원,,경기도 화성시 석우동 21-8,37.22044467,127.0706875,26930.5,테니스장+축구장,,,,,,경기도 화성시 공원녹지사업소 동부공원관리과,031-5189-6961,2025-06-30,5530000,경기도 화성시,경기도
11170-00001,효창공원,근린공원,서울특별시 용산구 임정로 26,서울특별시 용산구 효창동 255,37.544278,126.959255,171277.0,운동장+배드민턴장+게이트볼장 등,조합놀이대+그네 등,주차장+매점+화장실+음수대 등,동상+탑기념비,,1940-03-12,서울특별시 용산구청,02-2199-7594,2025-08-18,3020000,서울특별시 용산구,서울특별시
41590-00212,생태체육공원,체육공원,경기도 화성시 봉담읍 상리1길 87,경기도 화성시 봉담읍 상리 716,37.2248255111,126.9423479293,85641.0,,,,,,,,031-5189-6626,2025-06-30,5530000,경기도 화성시,경기도
41590-00213,어울림문화공원,문화공원,,경기도 화성시 봉담읍 상리 708,37.2306334172,126.9429809,26645.0,,,,,,,,031-5189-6626,2025-06-30,5530000,경기도 화성시,경기도
41590-00217,현충공원,근린공원,경기도 화성시 효행로 843 (송산동),경기도 화성시 송산동 224,37.20589597,127.022022,17391.0,,,,,,,,031-5189-6626,2025-06-30,5530000,경기도 화성시,경기도
41590-00229,기배역사공원,역사공원,,경기도 화성시 기안동 927,37.21471432,126.9837766,16300.0,,,,,,,,031-5189-6626,2025-06-30,5530000,경기도 화성시,경기도
41190-00049,도당,근린공원,,경기도 부천시 원미구 도당동 산25-5,37.51704947,126.7931946,344615.0,족구장+배드민턴장+게이트볼장,조합놀이대 등 12개,화장실,야외공연장,,1968-01-29,경기도 부천시청,032-625-4843,2025-07-31,3860000,경기도 부천시,경기도
11380-00037,북한산,근린공원,,서울특별시 은평구 불광동 산42-5,37.61129705,126.9400901,60789.0,,,,,,,서울특별시 은평구청 공원녹지과,02-351-8003,2025-07-29,3110000,서울특별시 은평구,서울특별시
11380-00038,봉산,근린공원,,서울특별시 은평구 구산동 산136-5,37.61720135,126.9032419,173394.2,"축구장, 족구장, 농구장, 풋살구장, 체력단련장, 야외운동기구 등","조합놀이대, 짚라인, 모래놀이터, 흔들놀이대 등","주차장, 화장실",,,,서울특별시 은평구청 공원녹지과,02-351-8008,2025-07-29,3110000,서울특별시 은평구,서울특별시
11380-00039,서오능,근린공원,,서울특별시 은평구 진관동 산63-4,37.63840258,126.9138099,58509.5,"테니스장, 체력단련장, 야외운동기구 등","조합놀이대, 짚라인 등",,,,,서울특별시 은평구청 공원녹지과,02-351-8008,2025-07-29,3110000,서울특별시 은평구,서울특별시
11380-00040,불  광,근린공원,,서울특별시 은평구 불광동 산33-1,37.62117415,126.9310166,118314.2,"배드민턴장, 운동장, 야외운동기구 등",,"화장실, 주차장",도서관,,,서울특별시 은평구청 공원녹지과,02-351-8008,2025-07-29,3110000,서울특별시 은평구,서울특별시
11380-00041,백  련,근린공원,,서울특별시 은평구 응암동 산1-27,37.59941022,126.9357364,205090.9,,,,,,,서울특별시 은평구청 공원녹지과,02-351-8004,2025-07-29,3110000,서울특별시 은평구,서울특별시
11380-00042,진  관,근린공원,,서울특별시 은평구 진관동 산95 일대,37.61634,126.931455,585480.1,,,,,,,서울특별시 은평구청 공원녹지과,02-351-8005,2025-07-29,3110000,서울특별시 은평구,서울특별시
11380-00043,향   림,근린공원,,서울특별시 은평구 진관동 산52,37.62933219,126.9273554,202993.0,"테니스장, 축구장, 구민체육센터, 다목적운동장, 야외운동기구 등",,주차장,"야생초화류원, 도시농업체험원",,,서울특별시 은평구청 공원녹지과,02-351-8008,2025-07-29,3110000,서울특별시 은평구,서울특별시
41190-00040,누른말,근린공원,,경기도 부천시 오정구 오정동 764,37.53082695,126.781213,11885.9,배드민턴장,,화장실,,,2006-11-13,경기도 부천시청,032-625-4843,2025-07-31,3860000,경기도 부천시,경기도
41590-00169,장안남산 체육공원,체육공원,,경기도 화성시 장안면 사랑리 689,37.07821751,126.834711,37163.0,,,,,,,,031-5189-6626,2025-06-30,5530000,경기도 화성시,경기도
41590-00177,매향리평화생태공원,문화공원,,경기도 화성시 우정읍 매향리 184-1,37.0447499054,126.7546709041,335536.0,,,,,,,,031-5189-6626,2025-06-30,5530000,경기도 화성시,경기도
41590-00178,봉담호수공원,근린공원,,경기도 화성시 봉담읍 상리 22-10,37.21976581,126.9512128,19282.0,,,,,,,,031-5189-6626,2025-06-30,5530000,경기도 화성시,경기도
41590-00179,동화마을 생태공원,근린공원,경기도 화성시 봉담읍 웃음길 27,경기도 화성시 봉담읍 동화리 573,37.21346548,126.9576087,161978.0,,,,,,,,031-5189-6626,2025-06-30,5530000,경기도 화성시,경기도
11710-00109,천상,어린이공원,,서울특별시 송파구 마천동 610,37.494277,127.1590674,12464.0,,,,,,,서울특별시 송파구청,02-2147-3380,2024-08-12,3230000,서울특별시 송파구,서울특별시
41370-00076,가장근린공원,근린공원,,경기도 오산시 가장동 375-7,37.161734,127.0401850762,10031.0,다목적구장,,화장실,,,2005-04-04,오산시 환경사업소 공원녹지과,031-0836-6475,2024-02-13,4000000,경기도 오산시,경기도
41370-00078,외삼미근린공원,근린공원,,경기도 오산시 외삼미동 645,37.193834,127.062054,11549.0,야외헬스기구,조합놀이대 등,,,"파고라, 등의자, 바닥분수",2016-05-13,오산시 환경사업소 공원녹지과,031-0836-6475,2024-02-13,4000000,경기도 오산시,경기도
41370-00081,양산동 근린공원,근린공원,,경기도 오산시 양산동 667-5,37.195742,127.031640224,13989.0,,"조합놀이대, 바닥분수 등",화장실,야외무대,,2007-01-08,오산시 환경사업소 공원녹지과,031-0836-6475,2024-02-13,4000000,경기도 오산시,경기도
41370-00085,꽃다리공원,근린공원,,경기도 오산시 금암동 484,37.1798714284,127.047792,26088.0,,,,,,2006-01-09,오산시 환경사업소 공원녹지과,031-0836-6475,2024-02-13,4000000,경기도 오산시,경기도
41370-00086,필봉근린공원,근린공원,,경기도 오산시 내삼미동 899-3,37.173543,127.0682010502,10443.0,풋살장,,화장실,,,2006-01-09,오산시 환경사업소 공원녹지과,031-0836-6475,2024-02-13,4000000,경기도 오산시,경기도
41370-00113,유엔군초전기념공원,역사공원,,경기도 오산시 외삼미동 640,37.184611,127.049023,14051.0,,,,,,2009-11-26,오산시 환경사업소 공원녹지과,031-0836-6475,2024-02-13,4000000,경기도 오산시,경기도
41370-00115,가장제2근린공원,근린공원,,경기도 오산시 가장동 385-1,37.1679740991,127.0311397946,28181.0,,,,,,2009-07-06,오산시 환경사업소 공원녹지과,031-0836-6475,2024-02-13,4000000,경기도 오산시,경기도
41590-00074,전곡공원 4호,근린공원,,경기도 화성시 서신면 장외리 631,37.17869018,126.6771436,14400.0,,,,,,,,031-5189-6626,2025-06-30,5530000,경기도 화성시,경기도
41590-00078,전곡공원 3호,체육공원,,경기도 화성시 서신면 전곡리 1112,37.18475336,126.6765076,11790.0,,,,,,,,031-5189-6626,2025-06-30,5530000,경기도 화성시,경기도
41590-00088,마도근린공원,근린공원,경기도 화성시 마도면 마도공단로4길 26,경기도 화성시 마도면 쌍송리 673,37.18190846,126.7899034,21550.0,,,,,,,,031-5189-6626,2025-06-30,5530000,경기도 화성시,경기도
41590-00089,화성 바이오밸리 1호 근린공원,근린공원,,경기도 화성시 마도면 청원리 1516,37.16983466,126.7621011,30752.0,,,,,,,,031-5189-6626,2025-06-30,5530000,경기도 화성시,경기도
41590-00090,화성 바이오밸리 2호 체육공원,체육공원,경기도 화성시 마도면 청원산단5길 27,경기도 화성시 마도면 청원리 1512,37.16973832,126.7710944,24594.0,,,,,,,,031-5189-6626,2025-06-30,5530000,경기도 화성시,경기도
41590-00091,화성 바이오밸리 3호 수변공원,수변공원,,경기도 화성시 마도면 청원리 1508,37.17533854,126.7704798,186632.0,,,,,,,,031-5189-6626,2025-06-30,5530000,경기도 화성시,경기도
41590-00093,하길 근린공원,근린공원,,경기도 화성시 향남읍 하길리 1409-1,37.08920562,126.9113808,30249.0,,,,,,,,031-5189-6626,2025-06-30,5530000,경기도 화성시,경기도
28170-00033,제2용정공원,근린공원,인천광역시 미추홀구 용정공원로 28,인천광역시 미추홀구 용현동 666,37.450679,126.642827,29246.0,,,,,,2010-05-31,인천광역시 미추홀구청,032-880-4503,2025-01-05,3510500,인천광역시 미추홀구,인천광역시
28170-00038,화동공원,근린공원,인천광역시 미추홀구 숙골로112번길 32,인천광역시 미추홀구 도화동 1007-3,37.473048,126.664747,20176.0,다목적운동장,조합놀이대+시소+흔들놀이,음수전,,,2013-07-15,인천광역시 미추홀구청,032-880-4503,2025-01-05,3510500,인천광역시 미추홀구,인천광역시
41590-00587,진안 공공공지,기타,경기도 화성시 병점중앙로 214-62,경기도 화성시 진안동 933,37.21789846,127.0314016,12422.0,테니스장,,주차장+화장실,,,,경기도 화성시 공원녹지사업소 동부공원관리과,031-5189-6961,2025-06-30,5530000,경기도 화성시,경기도
41590-00592,양곡가족근린공원(근린10호),근린공원,,경기도 화성시 석우동 646,37.21618601,127.0870475,12359.0,,,,,,,경기도 화성시 공원녹지사업소 동부공원관리과,031-5189-6961,2025-06-30,5530000,경기도 화성시,경기도
41800-00004,망곡근린공원,근린공원,,경기도 연천군 연천읍 차탄리 산1-8,38.10312064,127.0674795,346124.0,,,,,,2006-10-16,경기도 연천군청,031-839-2346,2025-06-28,4140000,경기도 연천군,경기도
28170-00027,용정공원,근린공원,인천광역시 미추홀구 낙섬동로 68-26,인천광역시 미추홀구 용현동 615-1,37.450961,126.6419813,29552.0,배드민턴장+농구장,,화장실,야생초화원,인공폭포,2002-05-09,인천광역시 미추홀구청,032-880-4509,2025-01-05,3510500,인천광역시 미추홀구,인천광역시
